Computational Materials Dataset — 5000 Entries  |  Perovskites · Double Perovskites · Halides · Hydrides · Heuslers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Material_ID,Formula,Material_Type,SG_num,Crystal_System,a_Ang,b_Ang,c_Ang,V0_Ang3,N_atoms,M_avg_amu,chi_avg,r_avg_Ang,VEC,Var_M,Tm_K,XC_functional,Ecut_eV,kpoints,Etot_eVatom,Ecoh_eVatom,B0_GPa,B0prime,NE_Fermi,Eg_eV,q_Bader,omega_D_THz,ZPE_eVatom,FC_max_eVA2,omega_ac_THz,gamma_Gruneisen,theta_D_K,alpha_1e-5K,Cv_JmolK,Cp_JmolK,S_JmolK,Fvib_eVatom,BT_GPa,Fph_eVatom,DOI number
MAT-02550,MABiF3,Halide Perovskite,197,Cubic,6.0405,6.0405,6.0405,220.404,5,135.6205,2.9213,1.708,8.4784,1741.7189,524.6559,HSE06,800,6x6x4,-2.9562,4.8827,56.9753,3.8677,14.164,1.8445,-0.873,3.2541,0.0302,25.9942,1.7081,1.2607,155.87,8.8767,89.3837,93.918,183.1168,-0.0731,58.5722,-0.1702,10.1000/JMaterSci.2024.HAL02550
MAT-02551,NaSbBr3,Halide Perovskite,229,Cubic,6.4957,6.4957,6.4957,274.08,5,117.475,2.8279,1.5455,7.2635,3257.3179,814.2457,PBE+U,400,8x8x4,-9.1569,5.633,11.377,5.1518,2.9009,3.2747,0.3262,20.1447,0.1987,69.4224,0.661,1.633,964.93,9.4432,33.3128,35.5517,94.6029,-0.184,10.7363,-0.2783,10.1000/npjComputMater.2024.HAL02551
MAT-02552,RbTlI3,Halide Perovskite,24,Orthorhombic,6.4868,6.2706,7.6225,310.054,5,108.758,2.1577,2.0315,8.2461,2167.658,411.626,HSE06,650,10x10x10,-10.0733,4.9254,28.0953,6.2091,11.4715,3.4867,-0.0111,18.8516,0.0934,41.5721,1.2678,1.5709,902.99,15.4923,16.6094,20.3057,94.3195,-0.1463,27.691,-0.1228,10.1000/ActaMater.2024.HAL02552
MAT-02553,CsBiI3,Halide Perovskite,128,Tetragonal,6.2453,6.405,6.813,272.528,5,155.3399,2.5294,1.5521,7.1666,3240.1021,650.429,PBE+U,800,12x12x12,-7.4432,3.0733,48.2474,4.6656,14.1678,2.9772,1.2574,10.0255,0.1818,45.5058,4.8186,3.27,480.22,18.3894,91.5629,94.2602,157.9113,-0.1469,48.9026,-0.2322,10.1000/ComputMaterSci.2024.HAL02553
MAT-02554,FAInCl3,Halide Perovskite,138,Tetragonal,6.2602,5.7677,8.3915,302.992,5,142.6412,2.8148,1.5074,7.8742,3181.4887,578.3729,PBEsol,700,6x6x4,-7.963,2.9976,12.688,4.6396,14.1185,1.4514,-0.6771,18.4581,0.0618,8.3575,5.16,3.0769,884.14,10.2402,58.878,62.0666,140.3769,-0.125,16.6567,-0.3286,10.1000/PhysRevB.2024.HAL02554
MAT-02555,LiTlBr3,Halide Perovskite,41,Orthorhombic,6.319,6.6469,7.2236,303.404,5,173.3929,2.6596,1.6933,8.2144,4481.3878,588.5231,HSE06,520,6x6x4,-8.9818,0.7529,59.8249,4.0979,14.5128,1.8743,-0.2563,21.8016,0.2206,6.6203,6.0077,2.2672,1044.3,18.9293,49.3391,50.0538,44.9431,-0.2925,57.4394,-0.1444,10.1000/ActaMater.2024.HAL02555
MAT-02556,FABiBr3,Halide Perovskite,71,Orthorhombic,5.9969,6.0796,8.0602,293.865,5,156.211,3.0051,1.7523,9.1869,2249.8784,726.3168,LDA,650,8x8x4,-7.0473,1.9911,26.8002,5.0679,8.0043,3.3426,1.7484,19.9728,0.1153,17.8835,2.3994,2.1555,956.7,29.1134,71.1076,72.5189,198.6363,-0.0577,26.2284,-0.1332,10.1000/JPhysChemC.2024.HAL02556
MAT-02557,RbGeF3,Halide Perovskite,214,Cubic,5.8806,5.8806,5.8806,203.36,5,197.96,2.0256,2.0968,8.4297,3943.4052,497.5238,PBE+U,650,12x12x12,-7.8718,3.2948,39.7979,6.4273,7.0757,2.3704,-0.8577,13.1891,0.2282,23.9488,2.7899,1.5274,631.76,11.4722,52.5202,54.2601,53.5633,-0.2015,38.949,-0.2091,10.1000/ChemMater.2024.HAL02557
MAT-02558,RbGeCl3,Halide Perovskite,212,Cubic,6.2588,6.2588,6.2588,245.173,5,168.674,2.9563,1.6757,8.8457,1572.3773,672.0036,SCAN,600,6x6x4,-5.9191,2.1596,53.5588,3.9168,6.9658,3.3138,0.0945,17.5192,0.0445,8.4563,5.9422,2.4248,839.17,10.9445,77.0042,79.2769,162.5103,-0.0571,56.0243,-0.0361,10.1000/PhysRevB.2024.HAL02558
MAT-02559,NaBiCl3,Halide Perovskite,196,Cubic,5.8504,5.8504,5.8504,200.243,5,95.2165,2.9079,2.0104,8.2784,3037.347,422.283,HSE06,520,6x6x4,-11.6576,4.4529,13.8835,5.2782,10.66,1.9838,0.0415,20.5184,0.1066,28.0993,4.9864,2.2734,982.83,21.8111,51.2387,55.9821,108.1629,-0.2953,14.6631,-0.1028,10.1000/JChemPhys.2024.HAL02559
MAT-02560,RbTlF3,Halide Perovskite,113,Tetragonal,6.1498,6.0072,7.9264,292.826,5,161.0445,2.6769,1.7852,8.1455,4204.2211,456.9487,PBE,800,10x10x10,-7.8541,2.8814,43.1155,3.8745,7.9517,2.0848,2.4563,21.6857,0.2003,41.37,6.67,3.2644,1038.75,6.9315,54.6904,58.9882,167.9246,-0.0438,47.6963,-0.288,10.1000/ChemMater.2024.HAL02560
MAT-02561,FABiF3,Halide Perovskite,230,Cubic,6.2097,6.2097,6.2097,239.448,5,99.1163,2.5355,1.5513,8.2587,2986.8792,717.7329,PBE,650,8x8x4,-11.7247,4.188,53.8786,6.2377,13.0509,1.694,0.597,5.2914,0.0425,58.3858,1.4357,0.9612,253.46,13.72,26.6474,30.702,117.55,-0.052,52.7732,-0.0405,10.1000/ChemMater.2024.HAL02561
MAT-02562,MAGeF3,Halide Perovskite,120,Tetragonal,6.4841,6.2523,6.6548,269.789,5,86.4162,3.0856,1.8564,7.6054,2373.8559,858.52,SCAN,650,8x8x4,-6.9468,5.3369,20.3101,5.667,10.006,3.41,1.8143,20.7398,0.1591,41.8323,6.6394,2.8621,993.44,6.2833,55.4276,58.4281,193.8057,-0.1614,18.0449,-0.3253,10.1000/ChemMater.2024.HAL02562
MAT-02563,KBiCl3,Halide Perovskite,227,Cubic,6.4523,6.4523,6.4523,268.623,5,145.9431,2.152,1.7951,7.0889,815.1909,505.664,PBEsol,800,12x12x12,-11.9511,4.5998,46.6455,5.7762,3.8586,2.8275,-0.8877,18.2408,0.1505,34.7568,4.8401,2.9878,873.73,3.2468,56.1181,57.5735,71.2325,-0.0758,48.1408,-0.0538,10.1000/SciData.2024.HAL02563
MAT-02564,NaGeI3,Halide Perovskite,134,Tetragonal,6.0563,6.2052,6.5047,244.45,5,182.3313,2.666,2.1374,8.8965,1363.1613,637.9967,PBEsol,520,8x8x4,-8.7182,4.3744,18.389,5.2087,3.1545,3.3838,-0.8562,5.3803,0.1432,73.4123,4.2628,1.9065,257.72,6.6758,89.7362,94.6708,147.845,-0.1505,22.522,-0.1952,10.1000/JChemPhys.2024.HAL02564
MAT-02565,FAInCl3,Halide Perovskite,220,Cubic,6.0418,6.0418,6.0418,220.546,5,102.4372,1.9927,1.8143,8.1682,1669.7662,605.0629,SCAN,650,12x12x12,-4.2682,5.3551,40.7915,3.9077,14.883,2.8761,-0.8456,18.9888,0.1509,43.8775,7.2637,2.9318,909.56,2.1808,66.4693,68.9933,94.4296,-0.2902,44.5724,-0.2724,10.1000/SciData.2024.HAL02565
MAT-02566,CsBiCl3,Halide Perovskite,50,Orthorhombic,6.4994,6.515,8.81,373.047,5,151.0912,2.9615,1.6757,8.7778,3250.349,558.5326,PBE,520,8x8x8,-10.1293,6.3577,47.792,4.9069,10.5463,2.5038,2.1263,24.2765,0.1549,76.9623,4.8184,1.4887,1162.84,16.7713,20.6359,24.2925,62.202,-0.1796,46.5571,-0.308,10.1000/JMaterSci.2024.HAL02566
MAT-02567,CsTlBr3,Halide Perovskite,56,Orthorhombic,6.304,6.019,9.2963,352.737,5,80.7982,2.4348,1.825,8.7536,1303.8922,816.4896,PBE+U,800,10x10x10,-6.3544,0.5284,29.1428,5.3678,3.4495,1.7108,1.5419,8.6142,0.1583,42.4879,7.1083,1.7612,412.62,15.3209,58.161,58.8037,117.7539,-0.1582,25.8526,-0.1575,10.1000/PhysRevB.2024.HAL02567
MAT-02568,KSnI3,Halide Perovskite,205,Cubic,6.158,6.158,6.158,233.517,5,96.94,2.6795,1.8288,9.7164,3062.1833,446.1888,HSE06,500,10x10x10,-3.6534,3.203,31.1925,4.1324,7.7278,2.904,-1.0867,11.071,0.1501,51.2977,3.322,1.2224,530.3,9.9442,55.802,58.5783,171.4002,-0.2846,31.5553,-0.3277,10.1000/PhysRevB.2024.HAL02568
MAT-02569,MABiCl3,Halide Perovskite,54,Orthorhombic,6.4184,6.3856,6.9472,284.733,5,149.7337,3.0121,1.6019,7.9523,2807.7187,449.3284,PBE,400,8x8x4,-8.682,5.0585,19.5487,6.4487,3.6232,1.5069,1.7532,12.2526,0.047,49.8555,3.4338,1.6297,586.9,11.4571,56.0512,58.5956,91.3063,-0.2687,19.7203,-0.0496,10.1000/SciData.2024.HAL02569
MAT-02570,RbGeCl3,Halide Perovskite,141,Tetragonal,6.0771,6.2418,8.2204,311.817,5,131.4293,2.913,1.5237,7.3526,914.4017,863.0284,PBE,800,6x6x6,-11.0467,3.1294,50.5132,5.1312,11.9331,1.4233,-0.8754,16.9482,0.2197,76.1472,7.8753,3.3035,811.82,10.7603,27.7079,29.8765,58.3962,-0.0309,50.1111,-0.2792,10.1000/PhysRevB.2024.HAL02570
MAT-02571,FASbBr3,Halide Perovskite,67,Orthorhombic,6.444,5.9988,7.7385,299.142,5,135.0288,2.9738,1.8394,8.0563,1322.3076,623.6701,PBE,520,10x10x10,-5.3579,3.272,22.9276,3.6308,1.138,2.7309,-1.2625,11.5519,0.2086,29.1712,5.2168,3.0811,553.34,17.0164,93.1189,94.7197,111.604,-0.1419,19.6789,-0.2052,10.1000/npjComputMater.2024.HAL02571
MAT-02572,LiTlBr3,Halide Perovskite,54,Orthorhombic,6.2568,5.7996,8.2459,299.218,5,143.0343,2.3196,1.767,9.5675,4846.018,512.1984,SCAN,600,8x8x8,-5.4642,1.9449,34.1094,4.5697,2.5236,2.255,-1.4676,6.3056,0.0304,23.1743,3.202,0.9729,302.04,28.8284,22.1357,26.4313,148.6075,-0.077,31.3306,-0.0338,10.1000/JPhysChemC.2024.HAL02572
MAT-02573,FAGeF3,Halide Perovskite,195,Cubic,5.9611,5.9611,5.9611,211.826,5,82.6374,2.0159,1.7452,7.2416,4208.8466,636.3298,PBEsol,600,8x8x4,-11.3643,3.718,39.3728,3.7359,14.1125,3.3313,1.1261,10.0026,0.1601,61.3947,7.5484,2.4916,479.12,20.4087,46.0998,47.3017,83.405,-0.1081,43.0925,-0.1405,10.1000/JMaterSci.2024.HAL02573
MAT-02574,CsPbI3,Halide Perovskite,197,Cubic,6.4695,6.4695,6.4695,270.777,5,160.6573,2.6807,1.5088,8.8298,1105.2533,613.3084,SCAN,520,6x6x4,-3.2882,3.3379,42.3107,4.9424,8.4561,2.5484,-0.1619,8.2459,0.0446,67.9806,0.8131,3.4492,394.98,9.0294,73.1832,76.8665,91.4998,-0.1809,43.2891,-0.3729,10.1000/ActaMater.2024.HAL02574
MAT-02575,NaInF3,Halide Perovskite,217,Cubic,5.8154,5.8154,5.8154,196.67,5,166.7,2.5273,2.1988,7.8965,2366.2655,680.8919,SCAN,500,4x4x4,-10.7804,0.9076,29.318,3.5053,5.8706,2.7812,-0.3852,2.4945,0.1717,31.6145,4.5874,3.133,119.49,11.2267,29.4751,30.9378,27.1451,-0.2347,33.3405,-0.3509,10.1000/JMaterSci.2024.HAL02575
MAT-02576,MAGeI3,Halide Perovskite,32,Orthorhombic,6.0313,5.8285,6.2058,218.155,5,125.4571,2.9516,1.5267,9.0574,1009.1655,735.5191,PBE+U,500,8x8x4,-7.424,3.787,23.8133,4.1826,1.169,3.4204,-1.2282,10.5123,0.0675,43.5121,0.9822,2.655,503.54,5.0138,13.0276,14.3621,143.3719,-0.2668,26.5555,-0.1557,10.1000/JChemPhys.2024.HAL02576
MAT-02577,FAInCl3,Halide Perovskite,132,Tetragonal,6.0154,5.7904,9.1837,319.883,5,107.96,2.6855,1.9838,8.5956,3253.5935,477.7409,PBE+U,400,12x12x12,-4.2326,1.8384,51.1873,5.8482,10.3591,2.5512,0.245,13.1833,0.1388,63.4179,5.0891,3.0887,631.48,24.705,92.2483,96.6352,23.7616,-0.1948,49.9237,-0.1321,10.1000/JChemPhys.2024.HAL02577
MAT-02578,LiPbI3,Halide Perovskite,46,Orthorhombic,6.1967,6.6905,8.1642,338.48,5,148.0431,2.9903,2.053,7.4813,2832.611,895.0519,PBEsol,600,6x6x4,-11.3847,4.8888,11.1755,5.8199,12.3823,2.8281,-0.3294,20.5396,0.2482,48.2097,4.9845,1.4594,983.85,6.8638,10.7085,11.8623,47.3238,-0.1078,6.5866,-0.0223,10.1000/PhysRevB.2024.HAL02578
MAT-02579,CsPbBr3,Halide Perovskite,122,Tetragonal,6.444,6.0154,9.1915,356.292,5,137.4212,3.0033,1.9818,7.2787,3796.0957,683.9172,SCAN,400,4x4x4,-4.676,4.3741,48.2873,6.0747,11.7966,3.0536,1.4433,4.8197,0.2436,70.7001,4.5162,3.23,230.86,16.374,59.5242,63.7522,89.6521,-0.0913,51.3204,-0.0493,10.1000/ComputMaterSci.2024.HAL02579
MAT-02580,KGeCl3,Halide Perovskite,91,Tetragonal,6.2384,5.9885,8.7375,326.421,5,91.0825,2.7093,1.9953,9.6269,2459.699,752.6483,PBE+U,650,4x4x4,-5.1502,1.4422,41.4165,5.7196,1.8799,2.4987,2.3965,5.2731,0.2468,23.7987,3.5569,2.3404,252.58,14.6453,73.6155,77.0301,86.0382,-0.0776,41.3035,-0.1587,10.1000/ActaMater.2024.HAL02580
MAT-02581,MAGeCl3,Halide Perovskite,126,Tetragonal,6.2938,6.3155,6.2736,249.366,5,170.7083,2.4655,1.5918,7.5725,1735.8691,832.1713,LDA,500,8x8x8,-3.9782,4.6838,12.7735,5.044,12.4749,2.5871,1.5725,13.5721,0.1895,6.732,4.2733,1.7984,650.1,7.3152,51.4658,53.4887,53.276,-0.0101,8.2934,-0.0733,10.1000/PhysRevB.2024.HAL02581
MAT-02582,MASnBr3,Halide Perovskite,215,Cubic,6.3279,6.3279,6.3279,253.384,5,88.9242,2.2776,1.9301,7.4651,3920.7434,510.7571,LDA,650,12x12x12,-9.4898,2.6094,44.5487,4.805,6.7679,1.5258,1.662,16.8813,0.2162,62.8424,7.5233,1.7426,808.61,17.5801,85.7735,89.8773,165.744,-0.1752,44.4097,-0.369,10.1000/ActaMater.2024.HAL02582
MAT-02583,NaBiBr3,Halide Perovskite,129,Tetragonal,5.9221,6.1412,7.0886,257.804,5,108.9357,2.0097,2.0274,9.4323,2862.2457,795.0379,PBEsol,500,8x8x4,-3.6924,0.6667,17.619,3.8393,6.4626,3.3034,1.1839,13.2525,0.0681,52.3375,7.0157,2.9467,634.79,9.2528,91.187,93.1812,181.7769,-0.27,21.973,-0.2642,10.1000/JAlloyComp.2024.HAL02583
MAT-02584,CsSbI3,Halide Perovskite,105,Tetragonal,6.1074,6.538,8.4139,335.969,5,146.6087,2.7502,1.8648,7.0788,2775.4471,662.7453,PBEsol,700,6x6x4,-9.7071,3.746,21.2907,4.1765,3.7963,1.5022,0.2018,20.1316,0.0843,23.867,4.2698,1.7521,964.3,29.4357,82.5823,84.6017,41.5535,-0.2368,24.1243,-0.2218,10.1000/npjComputMater.2024.HAL02584
MAT-02585,MATlI3,Halide Perovskite,138,Tetragonal,5.9367,6.3249,8.2381,309.333,5,119.5102,2.0017,1.8947,8.6914,2719.2026,881.9276,LDA,600,10x10x10,-5.6462,4.6433,35.1402,6.036,3.7023,1.9372,1.9494,4.3292,0.0349,70.3317,2.9382,2.9502,207.37,23.3344,70.7923,71.8946,96.4391,-0.0653,31.1217,-0.2027,10.1000/npjComputMater.2024.HAL02585
MAT-02586,FAGeCl3,Halide Perovskite,103,Tetragonal,5.9075,5.8022,7.5451,258.62,5,117.1438,2.9491,1.8416,9.2232,3577.593,870.7824,PBE+U,600,8x8x8,-10.1238,5.6737,49.0398,6.1205,12.3527,1.798,-0.2159,5.3745,0.2139,49.2184,3.8601,1.9141,257.44,3.4893,68.226,70.8779,193.0301,-0.1042,53.6961,-0.3455,10.1000/JAlloyComp.2024.HAL02586
MAT-02587,CsTlBr3,Halide Perovskite,30,Orthorhombic,6.2777,6.5143,8.139,332.843,5,153.7822,2.0181,1.7249,8.8977,2786.6364,817.8207,LDA,400,10x10x10,-5.8812,4.4382,36.7469,5.4656,10.5931,2.9878,0.4887,4.8476,0.2397,6.2342,0.6244,3.3337,232.2,15.0843,83.5799,85.5699,97.5698,-0.0954,36.8354,-0.0488,10.1000/JPhysChemC.2024.HAL02587
MAT-02588,RbGeCl3,Halide Perovskite,38,Orthorhombic,6.284,6.2273,8.9041,348.438,5,145.3878,2.2195,1.5843,8.0517,3465.1603,889.0124,PBEsol,400,6x6x6,-9.9761,4.742,40.9483,5.0689,11.215,2.9147,-0.0381,12.997,0.141,32.1573,4.8404,1.5462,622.56,2.7521,26.0543,28.5757,32.0807,-0.1879,42.7052,-0.2003,10.1000/ChemMater.2024.HAL02588
MAT-02589,CsPbBr3,Halide Perovskite,91,Tetragonal,6.1875,6.4244,6.4231,255.324,5,111.6571,2.3915,1.6877,8.3164,4553.3289,368.6676,SCAN,500,4x4x4,-6.35,6.3199,53.3648,4.0174,11.458,1.8776,1.8564,24.0463,0.0563,45.1813,3.5227,2.4361,1151.82,2.845,52.6426,52.8846,75.7052,-0.0618,53.0358,-0.068,10.1000/JPhysChemC.2024.HAL02589
MAT-02590,LiTlF3,Halide Perovskite,204,Cubic,5.8407,5.8407,5.8407,199.248,5,164.0041,1.8839,1.6088,9.4108,882.7523,528.3429,SCAN,600,10x10x10,-2.5214,1.6743,17.7605,4.3098,9.7525,3.3535,-1.4739,18.3086,0.2278,31.6871,5.0402,1.7647,876.98,20.9114,57.4226,59.9856,29.4118,-0.1081,17.8205,-0.2749,10.1000/JAlloyComp.2024.HAL02590
MAT-02591,MATlCl3,Halide Perovskite,57,Orthorhombic,6.1358,6.0305,6.9488,257.119,5,94.5452,2.1078,1.5908,7.0303,3898.585,356.6648,PBE+U,700,6x6x6,-4.9229,0.9598,42.3748,6.1445,1.7976,2.1082,0.553,20.9116,0.1253,79.9739,5.7937,1.7148,1001.67,2.7481,84.2604,88.6258,133.5162,-0.2041,43.0334,-0.3989,10.1000/ChemMater.2024.HAL02591
MAT-02592,KSbCl3,Halide Perovskite,59,Orthorhombic,6.0922,6.6863,6.746,274.793,5,161.9503,1.9469,2.0109,8.32,2231.2489,603.3521,LDA,650,8x8x8,-8.4711,4.2972,51.9183,4.469,7.0511,3.0829,1.1251,7.8811,0.0947,17.4437,5.0114,3.083,377.5,27.5841,94.8396,98.7593,105.1474,-0.0644,49.4755,-0.2007,10.1000/JAlloyComp.2024.HAL02592
MAT-02593,RbSbCl3,Halide Perovskite,217,Cubic,6.4429,6.4429,6.4429,267.451,5,149.3715,2.6555,1.9349,9.4113,1153.3144,524.2409,PBEsol,700,8x8x4,-6.4113,2.3002,58.2551,6.0546,13.4177,3.354,-0.3109,18.8852,0.2388,37.4136,1.1114,3.0505,904.6,20.3719,78.2397,81.5738,95.5494,-0.0203,59.4792,-0.1951,10.1000/JMaterSci.2024.HAL02593
MAT-02594,CsBiI3,Halide Perovskite,36,Orthorhombic,6.1896,6.4636,8.1318,325.33,5,88.8267,2.1885,1.8593,7.4954,4394.3044,765.9632,HSE06,520,12x12x12,-9.1002,5.5275,33.3827,4.5584,8.5983,2.9401,-0.3284,24.5995,0.1827,77.3562,7.705,1.365,1178.32,22.061,51.9143,55.1022,103.8517,-0.2834,35.1921,-0.2099,10.1000/JPhysChemC.2024.HAL02594
MAT-02595,MAPbI3,Halide Perovskite,81,Tetragonal,5.8935,6.3552,6.5578,245.618,5,185.1881,1.8296,1.7946,8.0285,4509.6731,746.2071,PBE+U,800,6x6x4,-5.6357,6.3074,26.9447,4.7193,12.6026,1.8083,1.3714,18.2449,0.0749,7.2329,4.0216,2.4442,873.93,14.5896,44.5871,46.1008,174.6901,-0.2508,21.9984,-0.3578,10.1000/PhysRevB.2024.HAL02595
MAT-02596,KGeI3,Halide Perovskite,132,Tetragonal,6.11,6.2601,8.4414,322.877,5,147.3058,2.6886,1.5818,8.3172,3780.3802,494.5436,HSE06,520,8x8x8,-8.2081,0.5226,23.7924,6.2125,3.4859,1.792,1.9268,3.2902,0.0842,45.7516,1.5834,3.4655,157.6,17.0651,82.6279,84.0887,54.215,-0.0543,21.0001,-0.2506,10.1000/JChemPhys.2024.HAL02596
MAT-02597,RbTlCl3,Halide Perovskite,29,Orthorhombic,6.3184,5.9335,8.292,310.869,5,194.7256,2.5535,1.6892,9.8201,4648.9915,674.6822,LDA,800,6x6x6,-7.5489,2.091,47.5994,3.7,1.1882,2.9275,-1.2874,7.4986,0.0459,8.5714,4.8745,1.7176,359.18,29.9803,70.0832,74.7842,31.6569,-0.2241,50.4122,-0.1589,10.1000/npjComputMater.2024.HAL02597
MAT-02598,MATlCl3,Halide Perovskite,224,Cubic,6.0535,6.0535,6.0535,221.83,5,180.8878,2.5006,2.1415,8.642,3268.6831,485.8319,PBE,520,12x12x12,-9.113,5.6014,10.6673,4.5139,12.5884,1.384,2.4641,11.9152,0.1202,68.8588,4.7014,3.0467,570.74,21.2152,43.7067,46.9699,25.0393,-0.1546,6.5623,-0.1849,10.1000/npjComputMater.2024.HAL02598
MAT-02599,LiTlF3,Halide Perovskite,211,Cubic,6.3685,6.3685,6.3685,258.292,5,99.2158,2.3535,1.8823,7.606,938.3053,300.8646,LDA,800,12x12x12,-7.3526,5.5904,25.3396,4.7492,1.7105,1.7875,-0.1939,9.0381,0.1511,53.644,0.5038,2.2576,432.92,7.7648,78.5355,80.289,184.836,-0.1848,23.844,-0.3476,10.1000/ComputMaterSci.2024.HAL02599
MAT-02600,CsGeBr3,Halide Perovskite,140,Tetragonal,5.9224,6.3741,8.0002,302.007,5,146.023,1.9862,1.5741,8.3145,4803.9655,552.2923,PBE+U,400,6x6x6,-10.8892,6.0467,58.378,5.6644,1.8792,3.2787,1.4112,13.345,0.0521,22.8577,5.8128,1.6617,639.23,28.583,83.8197,86.6342,132.6411,-0.0335,56.5836,-0.0845,10.1000/ComputMaterSci.2024.HAL02600
MAT-02601,CsSbBr3,Halide Perovskite,85,Tetragonal,6.1141,6.5713,6.2282,250.234,5,166.1506,2.9319,1.9293,7.8805,1421.516,743.4523,PBE,700,6x6x6,-6.9888,2.7924,52.2166,4.21,0.7376,1.4947,2.1211,15.9009,0.1812,78.0275,2.1401,0.9693,761.65,14.7991,47.8955,48.3079,105.0154,-0.143,48.3846,-0.1289,10.1000/ComputMaterSci.2024.HAL02601
MAT-02602,NaInBr3,Halide Perovskite,79,Tetragonal,6.042,6.2643,8.2298,311.489,5,122.9849,2.8297,1.9587,7.1728,1363.3928,326.9046,PBE+U,600,12x12x12,-6.6923,3.6699,27.4602,4.919,6.2948,3.2003,-0.1184,7.9607,0.0744,53.4448,5.7693,1.4577,381.32,4.5341,79.4736,79.9353,119.2987,-0.1591,29.4238,-0.0895,10.1000/SciData.2024.HAL02602
MAT-02603,RbTlI3,Halide Perovskite,97,Tetragonal,6.4454,5.9738,6.1346,236.204,5,148.3199,2.3362,1.8109,9.5223,2316.2245,623.6017,HSE06,650,10x10x10,-7.1014,2.4563,49.6308,4.8115,3.9784,1.512,0.7498,7.1874,0.1025,11.4985,2.7517,1.8306,344.28,23.456,68.3698,69.0483,128.3577,-0.1716,48.7878,-0.3594,10.1000/ComputMaterSci.2024.HAL02603
MAT-02604,CsGeF3,Halide Perovskite,215,Cubic,6.2092,6.2092,6.2092,239.391,5,100.9584,2.1908,2.0737,7.1721,4074.5259,533.8111,SCAN,400,8x8x8,-9.3431,5.5583,35.2215,3.6344,10.2255,1.8545,1.7231,6.9362,0.1973,38.8295,7.9176,1.8174,332.24,9.9979,90.3657,93.698,158.9373,-0.1794,35.1443,-0.0169,10.1000/JAlloyComp.2024.HAL02604
MAT-02605,CsBiCl3,Halide Perovskite,116,Tetragonal,6.1782,6.4467,9.4281,375.512,5,167.1848,2.8005,1.5809,7.6352,4084.3239,889.6472,SCAN,500,8x8x8,-11.8889,1.2448,48.075,3.7361,2.0383,2.1976,-1.2692,2.5697,0.1743,37.9887,4.5663,1.72,123.09,12.331,24.3766,27.6237,44.0101,-0.0445,45.8996,-0.2982,10.1000/ComputMaterSci.2024.HAL02605
MAT-02606,MATlI3,Halide Perovskite,227,Cubic,5.9379,5.9379,5.9379,209.362,5,92.8869,2.1512,2.1984,7.0725,2870.6619,512.6467,PBE+U,800,4x4x4,-11.7008,0.9817,40.7642,5.4741,10.5066,2.99,1.05,17.0704,0.2122,33.6986,2.8893,3.016,817.67,10.3378,96.2955,99.9265,146.3831,-0.0369,43.4304,-0.3833,10.1000/JMaterSci.2024.HAL02606
MAT-02607,MAInF3,Halide Perovskite,213,Cubic,6.1206,6.1206,6.1206,229.288,5,125.35,2.3955,1.6971,7.6641,3080.3272,745.7521,LDA,800,10x10x10,-5.3523,4.5091,23.8015,3.7584,1.6241,1.6236,0.4894,21.2441,0.071,79.8753,7.9927,2.4281,1017.59,28.8377,45.3572,47.9155,146.5839,-0.2795,26.4914,-0.0347,10.1000/JChemPhys.2024.HAL02607
MAT-02608,CsInF3,Halide Perovskite,123,Tetragonal,6.1991,5.919,6.4558,236.879,5,106.1311,2.082,2.1021,7.411,4874.3383,767.255,PBEsol,650,8x8x4,-11.5511,4.8123,40.8668,4.6478,2.2925,2.8846,1.828,9.6693,0.1586,16.7355,1.4593,2.0056,463.16,1.7684,65.3009,65.787,114.0908,-0.1954,39.1033,-0.1,10.1000/ActaMater.2024.HAL02608
MAT-02609,FAPbCl3,Halide Perovskite,208,Cubic,6.132,6.132,6.132,230.572,5,103.2273,2.3421,1.7703,8.5871,3515.6285,483.7915,HSE06,500,12x12x12,-10.1969,4.4256,49.7134,6.4644,11.841,1.9227,-0.4321,2.7748,0.0865,5.241,4.8909,2.0388,132.91,18.2328,81.2144,82.4492,86.9999,-0.1663,52.4046,-0.2224,10.1000/ChemMater.2024.HAL02609
MAT-02610,FAGeF3,Halide Perovskite,66,Orthorhombic,5.9478,6.5959,6.2195,243.998,5,156.7262,2.2277,1.8414,9.9004,3295.1565,703.547,HSE06,520,8x8x8,-7.5598,0.6032,45.9348,6.1695,8.6406,2.6988,2.1532,18.9387,0.1932,53.9407,7.7121,2.9446,907.16,13.3465,34.6074,36.6441,52.7208,-0.2309,42.5591,-0.3778,10.1000/PhysRevB.2024.HAL02610
MAT-02611,FASbI3,Halide Perovskite,18,Orthorhombic,6.0752,6.4593,6.2424,244.961,5,157.016,3.1717,1.818,7.83,3413.2423,710.2688,PBE,400,12x12x12,-2.6056,3.6599,29.953,6.4606,7.8785,1.8745,-0.8445,20.3737,0.2175,7.2843,2.2518,2.0159,975.9,27.6492,89.5942,92.8972,157.4471,-0.2581,30.6282,-0.0949,10.1000/ChemMater.2024.HAL02611
